card_id,attack,defense,description
C967,7300,4800,伊那市（いなし）は、長野県南部にある市。伊那谷北部に位置し、南信地方に区分される。
C968,4700,2900,駒ヶ根市（こまがねし）は、長野県南部（南信地方）の市。1954年（昭和29年）市制施行。
C969,5300,3600,中野市（なかのし）は、長野県の北部に位置する市。1954年（昭和29年）市制施行。
C970,5500,3300,大町市（おおまちし）は、長野県の北西部にある市。立山黒部アルペンルートの長野県側玄関口として有名。
C971,4900,2800,飯山市（いいやまし）は、長野県の北東部にある市。1954年（昭和29年）市制施行。
C972,7000,4000,茅野市（ちのし）は、長野県南信地方の市。八ヶ岳、白樺湖、蓼科高原、車山など観光資源を多く抱える諏訪地方中部の市である。
C973,5900,3800,塩尻市（しおじりし）は、長野県中部（中信地方）の市。松本盆地の南端、県央部に位置する太平洋側と日本海側を結ぶ交通の要衝である。
C974,7300,4500,佐久市（さくし）は、長野県東信地方、群馬県との県境に位置する市。
C975,6100,3900,千曲市（ちくまし）は、長野県の北部、北信地方の千曲川中流域に位置する市。
C976,1800,1400,東御市（とうみし）は、長野県の東部（東信地方）にある市。上信越高原国立公園の浅間連山を背にした地形で、西は上田市、北は群馬県と接している。
C977,7600,4900,安曇野市（あづみのし）は、長野県中部（中信地方）にある市。
C978,2900,1500,小海町（こうみまち）は、長野県の東部南佐久郡に位置する町である。
C979,4100,2000,川上村（かわかみむら）は、長野県南佐久郡の村。千曲川の最上流部に位置する。
C980,4000,1900,南牧村（みなみまきむら）は、長野県南佐久郡の村。
C981,2300,800,南相木村（みなみあいきむら）は、長野県南佐久郡の自治体の一つ。
C982,1800,800,北相木村（きたあいきむら）は、長野県南佐久郡の村の一つ。群馬県上野村との境に位置する村である。
C983,2700,1700,佐久穂町（さくほまち）は、長野県南佐久郡に位置する町。ラヂオプレスの外国放送受信施設がある。
C984,4100,1800,御代田町（みよたまち）は、長野県北佐久郡の町。町の北部には浅間山の裾野が広がる。
C985,3100,1700,立科町（たてしなまち）は、長野県中部に位置する北佐久郡の町。
C986,3000,1100,青木村（あおきむら）は、長野県小県郡の村である。同県のほぼ中央部に位置する。
C987,3000,1500,長和町（ながわまち）は、長野県の中東部に位置する町。小県郡に属する。
C988,3600,1800,下諏訪町（しもすわまち）は、長野県諏訪郡の町。平安時代には土武郷と呼ばれていた。
C989,3700,1700,富士見町（ふじみまち）は、長野県中部にある諏訪郡の町。
C990,3200,1600,原村（はらむら）は、長野県諏訪郡にある村。八ヶ岳連峰西麓の標高1000メートル前後の高原地帯に位置している。
C991,3200,1800,辰野町（たつのまち）は、長野県上伊那郡の町。南アルプスと中央アルプスの間にある伊那谷の最北端に位置する町である。
C992,3300,1700,箕輪町（みのわまち）は、長野県南部の上伊那郡の町。長野県において最も人口の多い町である。
C993,1800,800,飯島町（いいじままち）は、長野県上伊那郡の南部に位置する町。本項では町制前の名称である飯島村（いいじまむら）についても述べる。
C994,3500,1800,南箕輪村（みなみみのわむら）は、長野県南部に位置する上伊那郡の村。
C995,2300,1100,中川村（なかがわむら）は、長野県上伊那郡の南部に位置する村。「日本で最も美しい村」連合に加盟しており、「陣馬形山」、「段丘と里山のある景観」、「四徳地区と四徳川の景観」が登録地域資
C996,2700,1000,宮田村（みやだむら）は、長野県上伊那郡の村。
C997,2500,1000,松川町（まつかわまち）は、長野県南部にある町。下伊那郡に属する。
C998,2300,1000,高森町（たかもりまち）は、長野県下伊那郡にある町。伊那谷の南部に位置し、天竜川の西側に町域が広がる。
C999,2900,1300,阿南町（あなんちょう）は、長野県の南部、下伊那郡に属する町。中央アルプスに囲まれ、天竜川の右岸にある。
C1000,5000,1800,阿智村（あちむら）は、長野県下伊那郡の西部に位置する村。
C1001,2800,1100,平谷村（ひらやむら）は、長野県下伊那郡に属する村。
C1002,3100,1200,根羽村（ねばむら）は、長野県下伊那郡に属している村。南信地方（南信州地域）に含まれる。
C1003,2500,1000,下條村（しもじょうむら）は、長野県の最南端である下伊那郡のほぼ中央に位置する村。
C1004,3200,1600,売木村（うるぎむら）は長野県南部、下伊那郡の南端に位置する村である。
C1005,3400,1700,天龍村（てんりゅうむら）は、長野県下伊那郡に属する村。長野県の南端部にある。
C1006,3500,1600,泰阜村（やすおかむら）は、長野県下伊那郡の南部に位置する村。村名は漢詩の「泰山丘阜」に由来する。
C1007,2600,1100,喬木村（たかぎむら）は、長野県下伊那郡の北部に位置する村。
C1008,2300,1100,豊丘村（とよおかむら）は、長野県下伊那郡にある村。伊那谷の南部に位置し、天竜川の東側に村域が広がる。
C1009,4000,1800,大鹿村（おおしかむら）は、長野県下伊那郡の北部に位置する村。
C1010,1800,1100,上松町（あげまつまち）は長野県の南西部に位置する木曽郡の町。本項では町制前の名称である駒ヶ根村（こまがねむら）についても述べる。
C1011,2900,1700,南木曽町（なぎそまち）は、長野県の南西部に位置する町。
C1012,2300,1300,"木祖村（きそむら）は、長野県木曽郡にある村。周囲を2,000m級の山に囲まれた、木曽川の最上流に位置する山あいの村である。"
C1013,3100,1600,王滝村（おうたきむら）は、長野県の南西部に位置する村で、木曽郡に属する。
C1014,2300,900,大桑村（おおくわむら）は、長野県木曽郡に属している村。木曽谷の南部に位置する山間の村である。
C1015,4100,2200,御嶽山の麓、中山道の宿場町。木曽馬のふるさと
C1016,3800,1300,麻績村（おみむら）は、長野県東筑摩郡の村。
C1017,3800,1600,生坂村（いくさかむら）は、長野県東筑摩郡にある山間部の村。農業と農産物加工業を基幹産業としており、特にブドウ栽培が盛んな地域である。
C1018,2600,1300,山形村（やまがたむら）は、長野県中西部の東筑摩郡にある村。日本アルプスサラダ街道という観光道路や、清水寺で有名。
C1019,2600,1300,朝日村（あさひむら）は、長野県中西部の東筑摩郡にある村。
C1020,2900,1100,筑北村（ちくほくむら）は、長野県東筑摩郡の村。
C1021,2600,1100,池田町（いけだまち）は、長野県北安曇郡にある町。本項では町制前の名称である池田町村（いけだまちむら）についても述べる。
C1022,2400,900,松川村（まつかわむら）は、長野県にある村。安曇野の北部にあたる。
C1023,3900,1600,小谷村（おたりむら）は、長野県北安曇郡に属している村。特別豪雪地帯に指定されており、冬季は大規模スキー場が多くの観光客で賑わう。
C1024,3100,1900,坂城町（さかきまち）は、長野県の北信地方、長野地域南部の町。埴科郡に属する。
C1025,5200,2900,栗と北斎の町。長野県で一番小さな町に年間100万人
C1026,3500,1400,高山村（たかやまむら）は、長野県の北東に位置する村。上信越高原国立公園が位置する地域であるとともに、景観法に基づく景観行政団体でもある。
C1027,2800,1400,木島平村（きじまだいらむら）は長野県の北東に位置する村。村の面積の約8割が山林で、さらにその約7割が国有林である。
C1028,4800,2300,野沢温泉村（のざわおんせんむら）は、長野県の北東部に位置する村。
C1029,2700,1500,信濃町（しなのまち）は、長野県上水内郡の町。新潟県に接する。野尻湖や黒姫高原、小林一茶生誕地として知られる。
C1030,2600,800,小川村（おがわむら）は、長野県北部にある村。北アルプスを望む標高500mから1000mに位置する村である。
C1031,2800,1300,飯綱町（いいづなまち）は、長野県北部（北信地方）にある上水内郡の町。
C1032,1800,800,栄村（さかえむら）は、長野県北東部（北信地方）にある村。下水内郡に属する。
C1033,7700,5100,大垣市（おおがきし）は、岐阜県の西濃地方に位置する市。1918年（大正7年）市制施行。
C1034,6700,4400,美濃焼の中心地。最高気温を競う日本一暑い街の一角
C1035,6800,4500,関市（せきし）は、岐阜県の中濃地域にある市。市域はV字型で西側は板取川・武儀川の流域、東側は津保川の流域である。
C1036,7000,4200,中津川市（なかつがわし）は、岐阜県の東濃地域にある市。長野県に隣接しており、古くより木曽谷や伊那谷との関係が深い。
C1037,4100,2600,美濃市（みのし）は、岐阜県の中濃地方にあり、1300年の伝統を誇る美濃和紙の産地として有名な市で、美濃和紙について知り和紙漉き体験ができる「美濃和紙の里会館」もあり、1999年（平
C1038,4600,3100,瑞浪市（みずなみし）は、岐阜県南東部に位置する市。美濃焼、中山道の宿場、化石などで知られる歴史と文化のまちである。
C1039,4800,2900,羽島市（はしまし）は、岐阜県の南部に位置する市。岐阜地区に含まれる。
C1040,5300,3600,恵那市（えなし）は、岐阜県南東部にある市。2004年（平成16年）10月に旧恵那市と恵那郡のうち5つの町村（岩村町、山岡町、明智町、串原村、上矢作町）の新設合併により誕生した。
C1041,5100,2900,美濃加茂市（みのかもし）は、岐阜県の南部に位置する市。市名はこの地が美濃国加茂郡に属していたことに由来する。
C1042,5400,3500,土岐市（ときし）は、岐阜県の南東部に位置する市。名古屋市や東尾張地域等のベッドタウン。
C1043,6200,3700,"可児市（かにし、英語: Kani-shi, Kanishi, Kani Shi, Kani City, Kani）は、主に岐阜県中南部の木曽川南岸と兼山の飛び地に位置する市。"
C1044,4700,3000,山県市（やまがたし）は、岐阜県にある市。旧美濃国（岐阜県南部）の中央よりやや西寄りで、岐阜市の北側にあり、岐阜地区に位置づけられる。
C1045,4200,2900,瑞穂市（みずほし）は、岐阜県南西部にある市。2003年（平成15年）に旧穂積町と旧巣南町の合併により誕生した。
C1046,6000,3700,映画「君の名は。」の聖地。古い町並みの飛騨古川
C1047,4500,2500,本巣市（もとすし）は、岐阜県の南西部にある市。2004年（平成16年）、本巣郡の4町村（本巣町・真正町・糸貫町・根尾村）が合併して発足した。
C1048,7500,5000,徹夜で踊る郡上おどり。清流吉田川と食品サンプル発祥
C1049,5800,3500,海津市（かいづし）は、岐阜県南西部にある市。西濃地域に含まれる。
C1050,3800,1600,岐南町（ぎなんちょう）は、岐阜県羽島郡に属している町。県庁所在地の岐阜市に隣接している。
C1051,4000,2000,笠松町（かさまつちょう）は、岐阜県羽島郡に属している町。県庁所在地の岐阜市に隣接している。
C1052,3700,2100,養老町（ようろうちょう）は、岐阜県養老郡の町。西濃に含まれる。
C1053,3400,1600,垂井町（たるいちょう）は、岐阜県西部（西濃）の不破郡に属する町。
C1054,5600,3000,関ケ原町（せきがはらちょう）は、岐阜県の西濃地方西端に位置する町。
C1055,2500,1200,神戸町（ごうどちょう）は、岐阜県安八郡に属する町。濃尾平野の北西端にある。
C1056,2200,1400,輪之内町（わのうちちょう）は、岐阜県西部の安八郡に属する町。江戸期から日常的に用いられていた輪中を意味する「輪之内」が町名の由来となっている。
C1057,2600,1000,安八町（あんぱちちょう）は、岐阜県の南西部、濃尾平野北西部に位置する町。
C1058,4500,2500,揖斐川町（いびがわちょう）は、岐阜県揖斐郡に属する町。西濃地方の西北端に位置し、北で福井県、西で滋賀県と接する。
C1059,2700,1700,大野町（おおのちょう）は、岐阜県揖斐郡の町。濃尾平野の西北端に位置する。
C1060,2700,1200,池田町（いけだちょう）は、岐阜県揖斐郡に属している町。西濃地域に含まれる。
C1061,2600,1000,北方町（きたがたちょう）は、岐阜県本巣郡にある町。岐阜県の南西部に位置し、濃尾平野の北部に位置する。
C1062,2800,1600,坂祝町（さかほぎちょう）は、岐阜県の中南部に位置する町。加茂郡に属する。
C1063,2400,1300,富加町（とみかちょう）は、岐阜県加茂郡に属する町。
C1064,2200,1100,川辺町（かわべちょう）は、岐阜県の加茂郡に所属する町。美濃地方のほぼ中央の濃尾平野の北端部に位置する。
C1065,3200,1900,七宗町（ひちそうちょう）は、岐阜県の中南部に位置する町。町名は東北部に位置する7つの高峰に由来する。
C1066,3300,1500,八百津町（やおつちょう）は、岐阜県の中南部にある町。加茂郡に属す。
C1067,3200,1900,白川町（しらかわちょう）は、岐阜県加茂郡にある町。東濃ひのき、白川茶、麦飯石を産する。
C1068,1800,800,東白川村（ひがししらかわむら）は、岐阜県加茂郡にある村。地理的には県南部の美濃地域に属するものの、県北部の飛騨地域と接しており、東側は長野県境にも近い位置にある。
C1069,3300,1500,御嵩町（みたけちょう）は、岐阜県可児郡の町。同郡に所属する唯一の町村である。
C1070,7800,5100,深海魚とラブライブ!サンシャイン!!の港町
C1071,7300,4800,三島市（みしまし）は、静岡県東部にある市。伊豆半島の北端部に位置し、かつて伊豆国の国府が置かれた。
C1072,6700,4300,島田市（しまだし）は、静岡県の中部、大井川の両岸に位置する都市。
C1073,7500,5000,富士市（ふじし）は、日本の静岡県東部に位置する市。日本最高峰の富士山南麓に位置し、市域の北端は山頂直下に及ぶ。
C1074,1800,1300,磐田市（いわたし）は、静岡県西部（遠州）にある市。人口は約16.5万人。
C1075,6700,3900,カツオ・マグロの遠洋漁業基地。水揚げ金額全国トップ級
C1076,6700,4300,山内一豊の掛川城。深蒸し茶の名産地
C1077,6300,3600,藤枝市（ふじえだし）は、静岡県中部（駿遠地域）にある市。東は県庁所在地の静岡市、西は島田市、南は焼津市と接し、海（太平洋）には面していない。
C1078,7000,4500,御殿場市（ごてんばし）は、静岡県東部に位置する、人口約8.5万人の市。
C1079,5100,3400,袋井市（ふくろいし）は、静岡県西部（遠州）にある市。
C1080,5600,3800,裾野市（すそのし）は、静岡県東部にある市。人口は約5万人。
C1081,5400,3400,湖西市（こさいし）は、静岡県西部にある市。静岡県で最も西に位置し、市の範囲は浜名湖西岸から愛知県との県境に及ぶ。
C1082,5600,3300,修善寺温泉と天城越え。わさびの本場
C1083,4500,3100,御前崎市（おまえざきし）は、静岡県西部にある市。人口は約3万人。
C1084,4800,3100,菊川市（きくがわし）は、静岡県の東遠地域に位置する市。気候は温暖で「深蒸し菊川茶」でも知られる茶産地である。
C1085,6800,4000,伊豆の国市（いずのくにし）は、静岡県の伊豆半島北部に位置する市。
C1086,6400,3800,牧之原市（まきのはらし）は、静岡県中部に位置する市。
C1087,3000,1400,東伊豆町（ひがしいずちょう）は、静岡県賀茂郡にある町。伊豆半島東岸に位置する。
C1088,3500,1800,河津町（かわづちょう）は、伊豆半島南部に位置する静岡県の都市。
C1089,2900,1500,南伊豆町（みなみいずちょう）は、静岡県東部の伊豆半島の最南端にある町。
C1090,3600,1700,松崎町（まつざきちょう）は、静岡県賀茂郡にある町。伊豆半島南西部の海岸沿いに位置する。
C1091,2800,1700,西伊豆町（にしいずちょう）は、静岡県の伊豆半島西岸に位置する町。
C1092,5600,2900,函南町（かんなみちょう）は、静岡県東部の田方郡に属する町。神奈川県に接し、近隣の沼津市や三島市などとともに、県東部の中心都市部を形成する。
C1093,1800,1100,清水町（しみずちょう）は、静岡県東部にある町。駿東郡に属する。
C1094,4800,2600,長泉町（ながいずみちょう）は、静岡県駿東郡に属する人口約4.3万人の町。
C1095,4700,2600,小山町（おやまちょう）は、静岡県の東部に位置し、駿東郡に属する町。
C1096,3800,2200,吉田町（よしだちょう）は、静岡県の中部に位置する町。榛原郡に属する。
C1097,4500,2000,川根本町（かわねほんちょう）は、静岡県榛原郡に位置する町。東は静岡市、西は浜松市、南は島田市と接しており、北は長野県との県境となっている。
C1098,3700,1900,森町（もりまち）は、静岡県西部の遠州にある町。周智郡に属する。
C1099,1800,800,手筒花火発祥の地。路面電車が走る東三河の中心
C1100,7900,5000,徳川家康生誕の岡崎城。三河花火の伝統と八丁味噌
C1101,7700,5000,一宮市（いちのみやし）は、愛知県北西部の尾張地方に位置する市。
C1102,6800,4300,「せともの」の語源になった千年の窯業都市
C1103,5900,3500,半田市（はんだし）は、愛知県の尾張地方にある市。知多半島の中央部に位置している。
C1104,7600,5000,春日井市（かすがいし）は、愛知県尾張地方にある市。中枢中核都市で、施行時特例市でもある。
C1105,7000,4200,豊川市（とよかわし）は、愛知県南東部の三河地方に位置する市。計量特定市に指定されている。
C1106,5600,3400,津島市（つしまし）は、愛知県の西部に位置する市。
C1107,5500,3400,碧南市（へきなんし）は、愛知県の西三河に位置する市。
C1108,7200,4600,刈谷市（かりやし）は、愛知県の西三河地方西端に位置する市。境川を挟んで尾張地方と接している。
C1109,7200,4600,安城市（あんじょうし）は、愛知県の西三河に位置する市。旧碧海郡。
C1110,6600,3900,西尾市（にしおし）は、愛知県の西三河に位置する市。愛知県中央部を北から南へ流れる矢作川流域の南端にある。
C1111,5300,3100,江南市（こうなんし）は、愛知県の北部に位置する市。
C1112,6400,3700,小牧市（こまきし）は、愛知県北西部の尾張地方に位置する市。
C1113,6900,4200,稲沢市（いなざわし）は、愛知県の尾張地方に位置する市。
C1114,6500,3800,新城市（しんしろし）は、愛知県の東三河に位置する市。
C1115,6200,4100,東海市（とうかいし）は、愛知県の尾張地方にある市。
C1116,5900,4000,大府市（おおぶし）は、愛知県西部に位置する市。
C1117,4500,2600,知多市（ちたし）は、愛知県の知多半島の北西部に位置する市。
C1118,5800,3700,知立市（ちりゅうし）は、愛知県の西三河に位置する市。1970年（昭和45年）に市制施行。
C1119,4800,2700,尾張旭市（おわりあさひし）は、愛知県の尾張地方に含まれる市。
C1120,4000,2200,高浜市（たかはまし）は、愛知県の三河地方にある市。
C1121,4800,3000,岩倉市（いわくらし）は、愛知県の尾張地方北西部に位置する市。
C1122,6300,3600,豊明市（とよあけし）は、愛知県の尾張地方にある市。1972年（昭和47年）市制施行。
C1123,1800,900,日進市（にっしんし）は、愛知県の中部に位置する市。
C1124,6400,4300,田原市（たはらし）は、愛知県の南端部に位置する市。東三河地方に位置し、東側で豊橋市と接している。
C1125,5800,3900,愛西市（あいさいし）は、愛知県の西端に位置する市。
C1126,6000,3500,清須市（きよすし）は、愛知県北西部に位置する市。戦国時代、織田信長の本拠地及び居城である清洲城（清須城）と城下町で栄えた。
C1127,1800,1200,北名古屋市（きたなごやし）は、愛知県の尾張地方にある市。
C1128,5000,3200,弥富市（やとみし）は、愛知県西部にある市。日本有数の金魚の産地として知られている。
C1129,5400,3500,みよし市（みよしし）は、愛知県の西三河地方にある市。
C1130,6700,3900,あま市（あまし）は、愛知県の北西部に位置する市。尾張地方に含まれる。
C1131,1800,1400,長久手市（ながくてし）は、愛知県の尾張地域に位置する市。
C1132,4800,2700,東郷町（とうごうちょう）は、愛知県の中部に位置し、愛知郡に属する町。
C1133,4500,2300,豊山町（とよやまちょう）は、愛知県の西部に位置し、西春日井郡に属する町。
C1134,3100,1700,大口町（おおぐちちょう）は、愛知県の北西部に位置し、丹羽郡に属する町。
C1135,3600,2100,扶桑町（ふそうちょう）は、愛知県の北西部に位置し、丹羽郡に属する町。
C1136,3700,1800,大治町（おおはるちょう）は、愛知県の西部に位置し、海部郡に属する町。
C1137,4300,2200,蟹江町（かにえちょう）は、愛知県海部郡に属する町。
C1138,6900,3200,飛島村（とびしまむら）は、愛知県西部に位置し、海部郡に属する村。
C1139,3400,1800,阿久比町（あぐいちょう）は、愛知県知多郡に属する町。
C1140,4200,2300,東浦町（ひがしうらちょう）は、愛知県知多郡に属する町。
C1141,3300,1700,南知多町（みなみちたちょう）は、愛知県知多郡に属する町。
C1142,3600,1600,美浜町（みはまちょう）は、愛知県知多郡に属する町。知多半島の南部に位置しており、伊勢湾と三河湾の双方に面している。
C1143,1800,800,武豊町（たけとよちょう）は、愛知県知多郡に属している町。
C1144,4700,2100,幸田町（こうたちょう）は、愛知県の南部に位置し、額田郡に属する町。
C1145,1800,800,設楽町（したらちょう）は、愛知県北東部の北設楽郡に属する町。
C1146,3300,1500,東栄町（とうえいちょう）は、愛知県の北東部に位置し、北設楽郡に属する町である。
C1147,4700,1900,豊根村（とよねむら）は、愛知県の北東部に位置し、北設楽郡に属する村。
C1148,7900,4900,四日市市（よっかいちし）は、三重県の北部（北勢）に位置する市。
C1149,7300,4600,「その手は桑名の焼き蛤」。東海道の宿場町
C1150,7100,4100,鈴鹿市（すずかし）は、三重県の中北部に位置する人口約19万の市。
C1151,7100,4300,名張市（なばりし）は、三重県西部、伊賀地方に位置する市。1954年（昭和29年）3月31日に市制を施行した。
C1152,6400,4200,尾鷲市（おわせし）は、三重県の南部に位置する市。1954年（昭和29年）6月20日に1町4村の合併により誕生した。
C1153,5200,3500,亀山市（かめやまし）は、三重県中北部にある市。
C1154,5500,3400,熊野古道と獅子岩。世界遺産の鬼ヶ城
C1155,5600,3300,いなべ市（いなべし）は、三重県の北勢地域にある市。2003年に員弁郡北勢町・員弁町・大安町・藤原町の4町が合併して発足した。
C1156,7200,4500,伊賀流忍者のふるさと。松尾芭蕉もこの地の生まれ
C1157,3500,2100,木曽岬町（きそさきちょう）は、三重県の北東端、木曽三川の河口部に位置する町。
C1158,3900,2100,東員町（とういんちょう）は、三重県員弁郡に属している町。1967年（昭和42年）4月に町制を施行した。
C1159,5200,2500,菰野町（こものちょう）は、三重県の町。三重郡に属す。
C1160,2400,1200,朝日町（あさひちょう）は、三重県三重郡に属している町。三重県で最も面積が小さい市町村である。
C1161,2800,1400,川越町（かわごえちょう）は、三重県三重郡に属している町。三重県内では隣接する朝日町に次いで面積が小さい自治体である一方、可住地面積割合は木曽岬町と同じく100%で県内第1位の自治体
C1162,3100,1500,多気町（たきちょう）は、三重県の中部にある町。多気郡に属す。
C1163,2900,1700,明和町（めいわちょう）は、三重県中南勢地域に位置する町。多気郡に属する。
C1164,1800,800,大台町（おおだいちょう）は、三重県多気郡にある町。町全域が国際連合教育科学文化機関の生物圏保護区（ユネスコエコパーク）「大台ケ原・大峯山・大杉谷」の一部として登録されている。
C1165,1800,800,玉城町（たまきちょう）は、三重県度会郡にある町。南勢地域（伊勢志摩）に含まれる。
C1166,2500,1400,度会町（わたらいちょう）は、三重県の町。度会郡に属す。南勢地域（伊勢志摩）に含まれる。
C1167,2800,1300,大紀町（たいきちょう）は、三重県度会郡の町。南勢地域（伊勢志摩）に含まれる。
C1168,3000,1800,南伊勢町（みなみいせちょう）は、三重県度会郡にある町。南勢地域（伊勢志摩）に含まれる。
C1169,3800,1700,紀北町（きほくちょう）は、三重県南部にある北牟婁郡の町。平成の大合併で旧紀伊長島町と旧海山町（みやまちょう）を引き継いで2005年（平成17年）10月11日に新設され、北牟婁郡に属
C1170,1800,800,御浜町（みはまちょう）は、三重県にある町。南牟婁郡に属す。南部に位置し、東紀州地域に含まれている。
C1171,3100,1500,紀宝町（きほうちょう）は、三重県の最南端に位置する町。南牟婁郡に属しており、2006年（平成18年）1月10日に旧紀宝町と旧鵜殿村との合併により新たに誕生した。
C1172,7400,4500,草津市（くさつし）は、滋賀県南東部に位置する市。県庁所在地の大津市に次ぐ、県下第2位の人口を有する都市である。
C1173,5400,3000,守山市（もりやまし）は、近畿地方北東部、滋賀県の南西部にある市。
C1174,6100,3800,栗東市（りっとうし）は、滋賀県の南部に位置する市。
C1175,7300,4400,甲賀流忍者と信楽焼のたぬき。忍術屋敷が現存する
C1176,1800,1400,野洲市（やすし）は、滋賀県南部にある市。琵琶湖の南岸に位置する。
C1177,4800,3300,湖南市（こなんし）は、滋賀県の南部、甲賀地域に位置する市。
C1178,6200,4100,高島市（たかしまし）は、滋賀県北西部にある市。西近江路・若狭街道が縦貫する交通の要衝として発展した。
C1179,6400,3700,東近江市（ひがしおうみし）は、滋賀県の南東部にある市。地理的位置は京阪神と中京圏とのほぼ中間にあたる。
C1180,6900,4000,米原市（まいばらし）は、滋賀県北東部にある市。隣接する長浜市とともに湖北地域（湖北区域、湖北圏域）に属する都市である。
C1181,3400,2000,日野町（ひのちょう）は、滋賀県南東部に位置する町。湖東地方の南端に位置する自治体である。
C1182,3100,1400,竜王町（りゅうおうちょう）は、滋賀県の琵琶湖東側（湖東地方）にある町。
C1183,4400,1900,愛荘町（あいしょうちょう）は、滋賀県の東部に位置し、愛知郡に属する町。
C1184,2600,1000,豊郷町（とよさとちょう）は、滋賀県の東部（湖東地方）に位置する犬上郡の町。
C1185,2300,1300,甲良町（こうらちょう）は、滋賀県の東部（湖東地域）にある町。犬上郡に属す。
C1186,2800,1500,多賀町（たがちょう）は、滋賀県の町。犬上郡に属す。
C1187,1800,800,明智光秀が築いた城下町。肉じゃが発祥を名乗る街のひとつ
C1188,5700,3500,綾部市（あやべし）は、京都府北部に位置する市。
C1189,6600,4100,亀岡市（かめおかし）は、京都府の中西部に位置する市。1955年（昭和30年）、市制施行。
C1190,4900,2700,城陽市（じょうようし）は、京都府の南部に位置する市。
C1191,6300,3700,向日市（むこうし）は、京都府の南西に位置する市。
C1192,6200,3800,長岡京市（ながおかきょうし）は、京都府の南西に位置する市。
C1193,6500,4300,八幡市（やわたし）は、京都府の南部に位置する市。
C1194,6300,3700,京田辺市（きょうたなべし）は、京都府南部に位置する市。大阪府・奈良県との府県境近くにある。
C1195,6500,3800,夕日ヶ浦温泉と間人ガニ。丹後ちりめんの産地
C1196,5900,4000,南丹市（なんたんし）は、京都府の中部、丹波地方にある市。面積は隣接する京都市に次いで府内第2位である。
C1197,6000,3900,木津川市（きづがわし）は、京都府の南部に位置する市。
C1198,4600,2400,大山崎町（おおやまざきちょう）は、京都府南部に位置し、乙訓郡に属する町。
C1199,4900,2500,久御山町（くみやまちょう）は、京都府の南部に位置し、久世郡に属する町。
C1200,2900,1200,井手町（いでちょう）は、京都府の南部に位置し、綴喜郡に属する町。
C1201,3500,2100,宇治田原町（うじたわらちょう）は、京都府の南部に位置し、綴喜郡に属する町。
C1202,4200,2300,笠置町（かさぎちょう）は、京都府の南部に位置する町。1934年（昭和9年）に町制を施行した。
C1203,3500,1800,和束町（わづかちょう）は、京都府の南部に位置する町。煎茶の日本一の産地である。
C1204,5900,2800,精華町（せいかちょう）は、京都府の南部に位置する町。相楽郡に属する。
C1205,4500,1900,南山城村（みなみやましろむら）は、京都府南部に位置し、相楽郡に属する村。
C1206,4100,2100,京丹波町（きょうたんばちょう）は、京都府の中部に位置し、船井郡に属する町。
C1207,4400,1900,伊根町（いねちょう）は、京都府の丹後半島の北東部 (与謝郡) に位置する町である。
C1208,4600,2400,与謝野町（よさのちょう）は、京都府の丹後半島の付け根にある町。
C1209,7400,4500,だんじり祭の熱狂。やりまわしは魂の技
C1210,7800,4600,豊中市（とよなかし）は、大阪府の北摂豊能地域に位置する市。中核市に指定されている。
C1211,6900,4000,池田市（いけだし）は、大阪府の北摂豊能地域に位置する市。1939年（昭和14年）市制施行。
C1212,7900,4900,吹田市（すいたし）は、大阪府の北摂三島地域に位置する市。中核市に指定されている。
C1213,5400,3100,泉大津市（いずみおおつし）は、大阪府の泉北地域に位置する市。
C1214,7800,4700,高槻市（たかつきし）は、大阪府の北摂三島地域に位置する市。中核市に指定されている。
C1215,6200,3700,貝塚市（かいづかし）は、大阪府の泉南地域に位置する市。
C1216,6600,4100,守口市（もりぐちし）は、大阪府の北河内地域に位置する市。
C1217,7800,5100,茨木市（いばらきし）は、大阪府の北摂三島地域に位置する市。施行時特例市に指定されている。
C1218,7600,4700,八尾市（やおし）は、大阪府の中河内地域に位置する市。中核市に指定されている。
C1219,6400,4100,富田林市（とんだばやしし）は、大阪府の南河内地域に位置する市。
C1220,7400,4400,寝屋川市（ねやがわし）は、大阪府の北河内地域に位置する市。中核市に指定されている。
C1221,6800,4300,河内長野市（かわちながのし）は、大阪府の南河内地域に位置する市。
C1222,5800,3400,松原市（まつばらし）は、大阪府の南河内地域に位置する市。1955年（昭和30年）市制施行。
C1223,6600,4400,大東市（だいとうし）は、大阪府の北河内地域に位置する市。人口は11万人。
C1224,6700,4100,和泉市（いずみし）は、大阪府の泉北地域に位置する市。
C1225,7800,4500,箕面市（みのおし）は、大阪府の北摂豊能地域に位置する市。1956年（昭和31年）市制施行。
C1226,6100,3700,柏原市（かしわらし）は、大阪府の中河内地域に位置する市。1958年（昭和33年）市制施行。
C1227,7100,4300,羽曳野市（はびきのし）は、大阪府南河内地域に位置する市。ぶどうとイチジクの栽培が盛ん。
C1228,7000,4100,門真市（かどまし）は、大阪府の北河内地域に位置する市。
C1229,6500,4300,摂津市（せっつし）は、大阪府の北摂三島地域に位置する市。1966年（昭和41年）市制施行。
C1230,5200,3500,高石市（たかいしし）は、大阪府の泉北地域に位置する市。堺泉北臨海工業地帯に位置する工業都市である。
C1231,5800,3500,藤井寺市（ふじいでらし）は、大阪府の南河内地域北部に位置する市。
C1232,6000,3700,泉南市（せんなんし）は、大阪府の泉南地域に位置する市。
