id,name,reading,type,prefecture,rarity
C1094,長泉町,ながいずみちょう,city,静岡県,N
C1095,小山町,おやまちょう,city,静岡県,N
C1096,吉田町,よしだちょう,city,静岡県,N
C1097,川根本町,かわねほんちょう,city,静岡県,N
C1098,森町,もりまち,city,静岡県,N
C1099,豊橋市,とよはしし,city,愛知県,N
C1100,岡崎市,おかざきし,city,愛知県,R
C1101,一宮市,いちのみやし,city,愛知県,SR
C1102,瀬戸市,せとし,city,愛知県,R
C1103,半田市,はんだし,city,愛知県,R
C1104,春日井市,かすがいし,city,愛知県,R
C1105,豊川市,とよかわし,city,愛知県,R
C1106,津島市,つしまし,city,愛知県,R
C1107,碧南市,へきなんし,city,愛知県,N
C1108,刈谷市,かりやし,city,愛知県,R
C1109,安城市,あんじょうし,city,愛知県,R
C1110,西尾市,にしおし,city,愛知県,R
C1111,江南市,こうなんし,city,愛知県,N
C1112,小牧市,こまきし,city,愛知県,R
C1113,稲沢市,いなざわし,city,愛知県,R
C1114,新城市,しんしろし,city,愛知県,R
C1115,東海市,とうかいし,city,愛知県,R
C1116,大府市,おおぶし,city,愛知県,R
C1117,知多市,ちたし,city,愛知県,N
C1118,知立市,ちりゅうし,city,愛知県,R
C1119,尾張旭市,おわりあさひし,city,愛知県,N
C1120,高浜市,たかはまし,city,愛知県,N
C1121,岩倉市,いわくらし,city,愛知県,N
C1122,豊明市,とよあけし,city,愛知県,R
C1123,日進市,にっしんし,city,愛知県,N
C1124,田原市,たはらし,city,愛知県,R
C1125,愛西市,あいさいし,city,愛知県,R
C1126,清須市,きよすし,city,愛知県,R
C1127,北名古屋市,きたなごやし,city,愛知県,N
C1128,弥富市,やとみし,city,愛知県,N
C1129,みよし市,みよしし,city,愛知県,N
C1130,あま市,あまし,city,愛知県,R
C1131,長久手市,ながくてし,city,愛知県,N
C1132,東郷町,とうごうちょう,city,愛知県,N
C1133,豊山町,とよやまちょう,city,愛知県,N
C1134,大口町,おおぐちちょう,city,愛知県,N
C1135,扶桑町,ふそうちょう,city,愛知県,N
C1136,大治町,おおはるちょう,city,愛知県,N
C1137,蟹江町,かにえちょう,city,愛知県,N
C1138,飛島村,とびしまむら,city,愛知県,R
C1139,阿久比町,あぐいちょう,city,愛知県,N
C1140,東浦町,ひがしうらちょう,city,愛知県,N
C1141,南知多町,みなみちたちょう,city,愛知県,N
C1142,美浜町,みはまちょう,city,愛知県,N
C1143,武豊町,たけとよちょう,city,愛知県,N
C1144,幸田町,こうたちょう,city,愛知県,N
C1145,設楽町,したらちょう,city,愛知県,N
C1146,東栄町,とうえいちょう,city,愛知県,N
C1147,豊根村,とよねむら,city,愛知県,N
C1148,四日市市,よっかいちし,city,三重県,SR
C1149,桑名市,くわなし,city,三重県,R
C1150,鈴鹿市,すずかし,city,三重県,R
C1151,名張市,なばりし,city,三重県,R
C1152,尾鷲市,おわせし,city,三重県,R
C1153,亀山市,かめやまし,city,三重県,N
C1154,熊野市,くまのし,city,三重県,R
C1155,いなべ市,いなべし,city,三重県,R
C1156,伊賀市,いがし,city,三重県,R
C1157,木曽岬町,きそさきちょう,city,三重県,N
C1158,東員町,とういんちょう,city,三重県,N
C1159,菰野町,こものちょう,city,三重県,N
C1160,朝日町,あさひちょう,city,三重県,N
C1161,川越町,かわごえちょう,city,三重県,N
C1162,多気町,たきちょう,city,三重県,N
C1163,明和町,めいわちょう,city,三重県,N
C1164,大台町,おおだいちょう,city,三重県,N
C1165,玉城町,たまきちょう,city,三重県,N
C1166,度会町,わたらいちょう,city,三重県,N
C1167,大紀町,たいきちょう,city,三重県,N
C1168,南伊勢町,みなみいせちょう,city,三重県,N
C1169,紀北町,きほくちょう,city,三重県,N
C1170,御浜町,みはまちょう,city,三重県,N
C1171,紀宝町,きほうちょう,city,三重県,N
C1172,草津市,くさつし,city,滋賀県,R
C1173,守山市,もりやまし,city,滋賀県,N
C1174,栗東市,りっとうし,city,滋賀県,R
C1175,甲賀市,こうかし,city,滋賀県,R
C1176,野洲市,やすし,city,滋賀県,N
C1177,湖南市,こなんし,city,滋賀県,N
C1178,高島市,たかしまし,city,滋賀県,R
C1179,東近江市,ひがしおうみし,city,滋賀県,R
C1180,米原市,まいばらし,city,滋賀県,R
C1181,日野町,ひのちょう,city,滋賀県,N
C1182,竜王町,りゅうおうちょう,city,滋賀県,N
C1183,愛荘町,あいしょうちょう,city,滋賀県,N
C1184,豊郷町,とよさとちょう,city,滋賀県,N
C1185,甲良町,こうらちょう,city,滋賀県,N
C1186,多賀町,たがちょう,city,滋賀県,N
C1187,福知山市,ふくちやまし,city,京都府,N
C1188,綾部市,あやべし,city,京都府,R
C1189,亀岡市,かめおかし,city,京都府,R
C1190,城陽市,じょうようし,city,京都府,N
C1191,向日市,むこうし,city,京都府,R
C1192,長岡京市,ながおかきょうし,city,京都府,R
C1193,八幡市,やわたし,city,京都府,R
C1194,京田辺市,きょうたなべし,city,京都府,R
C1195,京丹後市,きょうたんごし,city,京都府,R
C1196,南丹市,なんたんし,city,京都府,R
C1197,木津川市,きづがわし,city,京都府,R
C1198,大山崎町,おおやまざきちょう,city,京都府,N
C1199,久御山町,くみやまちょう,city,京都府,N
C1200,井手町,いでちょう,city,京都府,N
C1201,宇治田原町,うじたわらちょう,city,京都府,N
C1202,笠置町,かさぎちょう,city,京都府,N
C1203,和束町,わづかちょう,city,京都府,N
C1204,精華町,せいかちょう,city,京都府,R
C1205,南山城村,みなみやましろむら,city,京都府,N
C1206,京丹波町,きょうたんばちょう,city,京都府,N
C1207,伊根町,いねちょう,city,京都府,N
C1208,与謝野町,よさのちょう,city,京都府,N
C1209,岸和田市,きしわだし,city,大阪府,R
C1210,豊中市,とよなかし,city,大阪府,SR
C1211,池田市,いけだし,city,大阪府,R
C1212,吹田市,すいたし,city,大阪府,SR
C1213,泉大津市,いずみおおつし,city,大阪府,N
C1214,高槻市,たかつきし,city,大阪府,SR
C1215,貝塚市,かいづかし,city,大阪府,R
C1216,守口市,もりぐちし,city,大阪府,R
C1217,茨木市,いばらきし,city,大阪府,SR
C1218,八尾市,やおし,city,大阪府,R
C1219,富田林市,とんだばやしし,city,大阪府,R
C1220,寝屋川市,ねやがわし,city,大阪府,R
C1221,河内長野市,かわちながのし,city,大阪府,R
C1222,松原市,まつばらし,city,大阪府,R
C1223,大東市,だいとうし,city,大阪府,R
C1224,和泉市,いずみし,city,大阪府,R
C1225,箕面市,みのおし,city,大阪府,SR
C1226,柏原市,かしわらし,city,大阪府,R
C1227,羽曳野市,はびきのし,city,大阪府,R
C1228,門真市,かどまし,city,大阪府,R
C1229,摂津市,せっつし,city,大阪府,R
C1230,高石市,たかいしし,city,大阪府,N
C1231,藤井寺市,ふじいでらし,city,大阪府,R
C1232,泉南市,せんなんし,city,大阪府,R
C1233,四條畷市,しじょうなわてし,city,大阪府,R
C1234,交野市,かたのし,city,大阪府,R
C1235,大阪狭山市,おおさかさやまし,city,大阪府,R
C1236,阪南市,はんなんし,city,大阪府,N
C1237,島本町,しまもとちょう,city,大阪府,N
C1238,豊能町,とよのちょう,city,大阪府,N
C1239,能勢町,のせちょう,city,大阪府,N
C1240,忠岡町,ただおかちょう,city,大阪府,R
C1241,熊取町,くまとりちょう,city,大阪府,N
C1242,田尻町,たじりちょう,city,大阪府,N
C1243,岬町,みさきちょう,city,大阪府,N
C1244,太子町,たいしちょう,city,大阪府,N
C1245,河南町,かなんちょう,city,大阪府,N
C1246,千早赤阪村,ちはやあかさかむら,city,大阪府,R
C1247,明石市,あかしし,city,兵庫県,R
C1248,西宮市,にしのみやし,city,兵庫県,R
C1249,洲本市,すもとし,city,兵庫県,R
C1250,芦屋市,あしやし,city,兵庫県,R
C1251,伊丹市,いたみし,city,兵庫県,R
C1252,相生市,あいおいし,city,兵庫県,N
C1253,加古川市,かこがわし,city,兵庫県,R
C1254,赤穂市,あこうし,city,兵庫県,R
C1255,西脇市,にしわきし,city,兵庫県,N
C1256,三木市,みきし,city,兵庫県,R
C1257,高砂市,たかさごし,city,兵庫県,R
C1258,川西市,かわにしし,city,兵庫県,R
C1259,小野市,おのし,city,兵庫県,N
C1260,三田市,さんだし,city,兵庫県,R
C1261,加西市,かさいし,city,兵庫県,N
C1262,丹波篠山市,たんばささやまし,city,兵庫県,R
C1263,養父市,やぶし,city,兵庫県,R
C1264,丹波市,たんばし,city,兵庫県,R
C1265,南あわじ市,みなみあわじし,city,兵庫県,N
C1266,朝来市,あさごし,city,兵庫県,N
C1267,宍粟市,しそうし,city,兵庫県,N
C1268,加東市,かとうし,city,兵庫県,N
C1269,たつの市,たつのし,city,兵庫県,R
C1270,猪名川町,いながわちょう,city,兵庫県,N
C1271,多可町,たかちょう,city,兵庫県,N
C1272,稲美町,いなみちょう,city,兵庫県,N
C1273,播磨町,はりまちょう,city,兵庫県,N
C1274,市川町,いちかわちょう,city,兵庫県,N
C1275,福崎町,ふくさきちょう,city,兵庫県,N
C1276,神河町,かみかわちょう,city,兵庫県,N
C1277,太子町,たいしちょう,city,兵庫県,N
C1278,上郡町,かみごおりちょう,city,兵庫県,N
C1279,佐用町,さようちょう,city,兵庫県,N
C1280,香美町,かみちょう,city,兵庫県,N
C1281,新温泉町,しんおんせんちょう,city,兵庫県,N
C1282,大和高田市,やまとたかだし,city,奈良県,N
C1283,大和郡山市,やまとこおりやまし,city,奈良県,R
C1284,天理市,てんりし,city,奈良県,SR
C1285,桜井市,さくらいし,city,奈良県,N
C1286,五條市,ごじょうし,city,奈良県,R
C1287,御所市,ごせし,city,奈良県,R
C1288,生駒市,いこまし,city,奈良県,R
C1289,香芝市,かしばし,city,奈良県,N
C1290,葛城市,かつらぎし,city,奈良県,N
C1291,宇陀市,うだし,city,奈良県,R
C1292,山添村,やまぞえむら,city,奈良県,N
C1293,平群町,へぐりちょう,city,奈良県,N
C1294,三郷町,さんごうちょう,city,奈良県,N
C1295,斑鳩町,いかるがちょう,city,奈良県,N
C1296,安堵町,あんどちょう,city,奈良県,N
C1297,川西町,かわにしちょう,city,奈良県,N
C1298,三宅町,みやけちょう,city,奈良県,N
C1299,田原本町,たわらもとちょう,city,奈良県,N
C1300,曽爾村,そにむら,city,奈良県,N
C1301,御杖村,みつえむら,city,奈良県,N
C1302,高取町,たかとりちょう,city,奈良県,N
C1303,上牧町,かんまきちょう,city,奈良県,N
C1304,王寺町,おうじちょう,city,奈良県,N
C1305,広陵町,こうりょうちょう,city,奈良県,N
C1306,河合町,かわいちょう,city,奈良県,N
C1307,大淀町,おおよどちょう,city,奈良県,N
C1308,下市町,しもいちちょう,city,奈良県,N
C1309,黒滝村,くろたきむら,city,奈良県,N
C1310,天川村,てんかわむら,city,奈良県,N
C1311,野迫川村,のせがわむら,city,奈良県,R
C1312,十津川村,とつかわむら,city,奈良県,R
C1313,下北山村,しもきたやまむら,city,奈良県,N
C1314,上北山村,かみきたやまむら,city,奈良県,N
C1315,川上村,かわかみむら,city,奈良県,N
C1316,東吉野村,ひがしよしのむら,city,奈良県,N
C1317,海南市,かいなんし,city,和歌山県,N
C1318,橋本市,はしもとし,city,和歌山県,N
C1319,有田市,ありだし,city,和歌山県,N
C1320,御坊市,ごぼうし,city,和歌山県,R
C1321,田辺市,たなべし,city,和歌山県,R
C1322,新宮市,しんぐうし,city,和歌山県,N
C1323,紀の川市,きのかわし,city,和歌山県,N
C1324,岩出市,いわでし,city,和歌山県,N
C1325,紀美野町,きみのちょう,city,和歌山県,N
C1326,かつらぎ町,かつらぎちょう,city,和歌山県,N
C1327,九度山町,くどやまちょう,city,和歌山県,N
C1328,湯浅町,ゆあさちょう,city,和歌山県,N
C1329,広川町,ひろがわちょう,city,和歌山県,N
C1330,有田川町,ありだがわちょう,city,和歌山県,N
C1331,美浜町,みはまちょう,city,和歌山県,N
C1332,日高町,ひだかちょう,city,和歌山県,N
C1333,由良町,ゆらちょう,city,和歌山県,N
C1334,印南町,いなみちょう,city,和歌山県,N
C1335,みなべ町,みなべちょう,city,和歌山県,N
C1336,日高川町,ひだかがわちょう,city,和歌山県,N
C1337,上富田町,かみとんだちょう,city,和歌山県,N
C1338,すさみ町,すさみちょう,city,和歌山県,N
C1339,太地町,たいじちょう,city,和歌山県,N
C1340,古座川町,こざがわちょう,city,和歌山県,N
C1341,北山村,きたやまむら,city,和歌山県,N
C1342,串本町,くしもとちょう,city,和歌山県,R
C1343,倉吉市,くらよしし,city,鳥取県,R
C1344,岩美町,いわみちょう,city,鳥取県,N
C1345,若桜町,わかさちょう,city,鳥取県,N
C1346,智頭町,ちづちょう,city,鳥取県,N
C1347,八頭町,やずちょう,city,鳥取県,N
C1348,三朝町,みささちょう,city,鳥取県,N
C1349,湯梨浜町,ゆりはまちょう,city,鳥取県,N
C1350,琴浦町,ことうらちょう,city,鳥取県,N
C1351,北栄町,ほくえいちょう,city,鳥取県,N
C1352,日吉津村,ひえづそん,city,鳥取県,N
C1353,大山町,だいせんちょう,city,鳥取県,N
C1354,南部町,なんぶちょう,city,鳥取県,N
C1355,伯耆町,ほうきちょう,city,鳥取県,N
C1356,日南町,にちなんちょう,city,鳥取県,N
C1357,日野町,ひのちょう,city,鳥取県,N
C1358,江府町,こうふちょう,city,鳥取県,N
C1359,浜田市,はまだし,city,島根県,R
C1360,益田市,ますだし,city,島根県,R
C1361,大田市,おおだし,city,島根県,R
C1362,安来市,やすぎし,city,島根県,R
C1363,江津市,ごうつし,city,島根県,N
C1364,雲南市,うんなんし,city,島根県,N
C1365,奥出雲町,おくいずもちょう,city,島根県,N
C1366,飯南町,いいなんちょう,city,島根県,N
C1367,川本町,かわもとまち,city,島根県,N
C1368,美郷町,みさとちょう,city,島根県,N
C1369,邑南町,おおなんちょう,city,島根県,N
C1370,吉賀町,よしかちょう,city,島根県,N
C1371,海士町,あまちょう,city,島根県,N
C1372,西ノ島町,にしのしまちょう,city,島根県,N
C1373,知夫村,ちぶむら,city,島根県,N
C1374,津山市,つやまし,city,岡山県,SR
C1375,玉野市,たまのし,city,岡山県,N
C1376,笠岡市,かさおかし,city,岡山県,R
C1377,井原市,いばらし,city,岡山県,N
C1378,総社市,そうじゃし,city,岡山県,R
C1379,新見市,にいみし,city,岡山県,N
C1380,備前市,びぜんし,city,岡山県,R
C1381,瀬戸内市,せとうちし,city,岡山県,N
C1382,赤磐市,あかいわし,city,岡山県,N
C1383,真庭市,まにわし,city,岡山県,R
C1384,美作市,みまさかし,city,岡山県,R
C1385,浅口市,あさくちし,city,岡山県,N
C1386,和気町,わけちょう,city,岡山県,N
C1387,早島町,はやしまちょう,city,岡山県,N
C1388,里庄町,さとしょうちょう,city,岡山県,R
C1389,矢掛町,やかげちょう,city,岡山県,N
C1390,新庄村,しんじょうそん,city,岡山県,N
C1391,鏡野町,かがみのちょう,city,岡山県,N
C1392,勝央町,しょうおうちょう,city,岡山県,N
C1393,奈義町,なぎちょう,city,岡山県,N
C1394,西粟倉村,にしあわくらそん,city,岡山県,N
C1395,久米南町,くめなんちょう,city,岡山県,N
C1396,美咲町,みさきちょう,city,岡山県,N
C1397,吉備中央町,きびちゅうおうちょう,city,岡山県,N
C1398,竹原市,たけはらし,city,広島県,N
C1399,三原市,みはらし,city,広島県,R
C1400,福山市,ふくやまし,city,広島県,SR
C1401,府中市,ふちゅうし,city,広島県,R
C1402,三次市,みよしし,city,広島県,R
C1403,庄原市,しょうばらし,city,広島県,R
C1404,大竹市,おおたけし,city,広島県,N
C1405,東広島市,ひがしひろしまし,city,広島県,R
C1406,安芸高田市,あきたかたし,city,広島県,R
C1407,江田島市,えたじまし,city,広島県,R
C1408,府中町,ふちゅうちょう,city,広島県,R
C1409,海田町,かいたちょう,city,広島県,N
C1410,熊野町,くまのちょう,city,広島県,N
C1411,坂町,さかちょう,city,広島県,N
C1412,安芸太田町,あきおおたちょう,city,広島県,N
C1413,北広島町,きたひろしまちょう,city,広島県,N
C1414,大崎上島町,おおさきかみじまちょう,city,広島県,N
C1415,世羅町,せらちょう,city,広島県,N
C1416,神石高原町,じんせきこうげんちょう,city,広島県,N
C1417,宇部市,うべし,city,山口県,R
C1418,防府市,ほうふし,city,山口県,R
C1419,下松市,くだまつし,city,山口県,N
C1420,光市,ひかりし,city,山口県,N
C1421,長門市,ながとし,city,山口県,N
C1422,柳井市,やないし,city,山口県,N
C1423,美祢市,みねし,city,山口県,R
C1424,周南市,しゅうなんし,city,山口県,R
C1425,山陽小野田市,さんようおのだし,city,山口県,R
C1426,周防大島町,すおうおおしまちょう,city,山口県,R
C1427,和木町,わきちょう,city,山口県,N
C1428,上関町,かみのせきちょう,city,山口県,N
C1429,田布施町,たぶせちょう,city,山口県,N
C1430,平生町,ひらおちょう,city,山口県,N
C1431,阿武町,あぶちょう,city,山口県,N
C1432,小松島市,こまつしまし,city,徳島県,N
C1433,阿南市,あなんし,city,徳島県,N
C1434,吉野川市,よしのがわし,city,徳島県,N
C1435,阿波市,あわし,city,徳島県,N
C1436,美馬市,みまし,city,徳島県,N
C1437,勝浦町,かつうらちょう,city,徳島県,N
C1438,佐那河内村,さなごうちそん,city,徳島県,N
C1439,石井町,いしいちょう,city,徳島県,N
C1440,神山町,かみやまちょう,city,徳島県,N
C1441,那賀町,なかちょう,city,徳島県,N
C1442,牟岐町,むぎちょう,city,徳島県,N
C1443,美波町,みなみちょう,city,徳島県,N
C1444,海陽町,かいようちょう,city,徳島県,N
C1445,松茂町,まつしげちょう,city,徳島県,N
C1446,北島町,きたじまちょう,city,徳島県,N
C1447,藍住町,あいずみちょう,city,徳島県,N
C1448,板野町,いたのちょう,city,徳島県,N
C1449,上板町,かみいたちょう,city,徳島県,N
C1450,つるぎ町,つるぎちょう,city,徳島県,N
C1451,東みよし町,ひがしみよしちょう,city,徳島県,N
C1452,坂出市,さかいでし,city,香川県,N
C1453,善通寺市,ぜんつうじし,city,香川県,N
C1454,観音寺市,かんおんじし,city,香川県,R
C1455,さぬき市,さぬきし,city,香川県,N
C1456,東かがわ市,ひがしかがわし,city,香川県,N
C1457,三豊市,みとよし,city,香川県,R
C1458,土庄町,とのしょうちょう,city,香川県,N
C1459,三木町,みきちょう,city,香川県,N
C1460,宇多津町,うたづちょう,city,香川県,N
C1461,綾川町,あやがわちょう,city,香川県,N
C1462,多度津町,たどつちょう,city,香川県,N
C1463,まんのう町,まんのうちょう,city,香川県,N
C1464,八幡浜市,やわたはまし,city,愛媛県,R
C1465,新居浜市,にいはまし,city,愛媛県,R
C1466,西条市,さいじょうし,city,愛媛県,R
C1467,大洲市,おおずし,city,愛媛県,N
C1468,伊予市,いよし,city,愛媛県,N
C1469,四国中央市,しこくちゅうおうし,city,愛媛県,R
C1470,西予市,せいよし,city,愛媛県,N
C1471,東温市,とうおんし,city,愛媛県,N
C1472,上島町,かみじまちょう,city,愛媛県,N
C1473,久万高原町,くまこうげんちょう,city,愛媛県,N
C1474,松前町,まさきちょう,city,愛媛県,N
C1475,砥部町,とべちょう,city,愛媛県,N
C1476,内子町,うちこちょう,city,愛媛県,N
C1477,伊方町,いかたちょう,city,愛媛県,N
C1478,松野町,まつのちょう,city,愛媛県,N
C1479,鬼北町,きほくちょう,city,愛媛県,N
C1480,愛南町,あいなんちょう,city,愛媛県,N
C1481,安芸市,あきし,city,高知県,N
C1482,南国市,なんこくし,city,高知県,N
C1483,土佐市,とさし,city,高知県,N
C1484,須崎市,すさきし,city,高知県,N
C1485,土佐清水市,とさしみずし,city,高知県,R
C1486,香南市,こうなんし,city,高知県,N
C1487,香美市,かみし,city,高知県,R
C1488,東洋町,とうようちょう,city,高知県,N
C1489,奈半利町,なはりちょう,city,高知県,N
C1490,田野町,たのちょう,city,高知県,N
C1491,安田町,やすだちょう,city,高知県,N
C1492,北川村,きたがわむら,city,高知県,N
C1493,芸西村,げいせいむら,city,高知県,N
C1494,本山町,もとやまちょう,city,高知県,N
C1495,大豊町,おおとよちょう,city,高知県,N
C1496,土佐町,とさちょう,city,高知県,N
C1497,大川村,おおかわむら,city,高知県,N
C1498,いの町,いのちょう,city,高知県,N
C1499,仁淀川町,によどがわちょう,city,高知県,N
C1500,中土佐町,なかとさちょう,city,高知県,N
C1501,佐川町,さかわちょう,city,高知県,N
C1502,越知町,おちちょう,city,高知県,N
C1503,檮原町,ゆすはらちょう,city,高知県,N
C1504,日高村,ひだかむら,city,高知県,N
C1505,津野町,つのちょう,city,高知県,N
C1506,四万十町,しまんとちょう,city,高知県,N
C1507,大月町,おおつきちょう,city,高知県,N
C1508,三原村,みはらむら,city,高知県,N
C1509,黒潮町,くろしおちょう,city,高知県,N
C1510,大牟田市,おおむたし,city,福岡県,N
C1511,久留米市,くるめし,city,福岡県,R
C1512,直方市,のおがたし,city,福岡県,R
C1513,飯塚市,いいづかし,city,福岡県,N
C1514,田川市,たがわし,city,福岡県,N
C1515,八女市,やめし,city,福岡県,N
C1516,筑後市,ちくごし,city,福岡県,N
C1517,大川市,おおかわし,city,福岡県,N
C1518,行橋市,ゆくはしし,city,福岡県,R
C1519,豊前市,ぶぜんし,city,福岡県,N
C1520,中間市,なかまし,city,福岡県,N
C1521,小郡市,おごおりし,city,福岡県,N
C1522,筑紫野市,ちくしのし,city,福岡県,R
C1523,春日市,かすがし,city,福岡県,R
C1524,大野城市,おおのじょうし,city,福岡県,N
C1525,宗像市,むなかたし,city,福岡県,N
C1526,古賀市,こがし,city,福岡県,N
C1527,福津市,ふくつし,city,福岡県,N
C1528,うきは市,うきはし,city,福岡県,N
C1529,宮若市,みやわかし,city,福岡県,N
C1530,嘉麻市,かまし,city,福岡県,N
C1531,朝倉市,あさくらし,city,福岡県,N
C1532,みやま市,みやまし,city,福岡県,N
C1533,那珂川市,なかがわし,city,福岡県,N
C1534,宇美町,うみまち,city,福岡県,N
C1535,篠栗町,ささぐりまち,city,福岡県,N
C1536,志免町,しめまち,city,福岡県,N
C1537,須恵町,すえまち,city,福岡県,N
C1538,新宮町,しんぐうまち,city,福岡県,N
C1539,久山町,ひさやままち,city,福岡県,N
C1540,粕屋町,かすやまち,city,福岡県,N
C1541,芦屋町,あしやまち,city,福岡県,N
C1542,水巻町,みずまきまち,city,福岡県,N
C1543,岡垣町,おかがきまち,city,福岡県,N
C1544,遠賀町,おんがちょう,city,福岡県,N
C1545,小竹町,こたけまち,city,福岡県,N
C1546,鞍手町,くらてまち,city,福岡県,N
C1547,桂川町,けいせんまち,city,福岡県,N
C1548,筑前町,ちくぜんまち,city,福岡県,N
C1549,東峰村,とうほうむら,city,福岡県,N
C1550,大刀洗町,たちあらいまち,city,福岡県,N
C1551,大木町,おおきまち,city,福岡県,N
C1552,広川町,ひろかわまち,city,福岡県,N
C1553,香春町,かわらまち,city,福岡県,N
C1554,添田町,そえだまち,city,福岡県,N
C1555,糸田町,いとだまち,city,福岡県,N
C1556,川崎町,かわさきまち,city,福岡県,N
C1557,大任町,おおとうまち,city,福岡県,N
C1558,赤村,あかむら,city,福岡県,N
C1559,福智町,ふくちまち,city,福岡県,N
C1560,苅田町,かんだまち,city,福岡県,N
C1561,みやこ町,みやこまち,city,福岡県,N
C1562,吉富町,よしとみまち,city,福岡県,N
C1563,上毛町,こうげまち,city,福岡県,N
C1564,築上町,ちくじょうまち,city,福岡県,N
C1565,鳥栖市,とすし,city,佐賀県,N
C1566,多久市,たくし,city,佐賀県,N
C1567,伊万里市,いまりし,city,佐賀県,R
C1568,武雄市,たけおし,city,佐賀県,N
C1569,鹿島市,かしまし,city,佐賀県,N
C1570,小城市,おぎし,city,佐賀県,N
C1571,神埼市,かんざきし,city,佐賀県,N
C1572,吉野ヶ里町,よしのがりちょう,city,佐賀県,N
C1573,基山町,きやまちょう,city,佐賀県,N
C1574,上峰町,かみみねちょう,city,佐賀県,N
C1575,みやき町,みやきちょう,city,佐賀県,N
C1576,玄海町,げんかいちょう,city,佐賀県,N
C1577,大町町,おおまちちょう,city,佐賀県,N
C1578,江北町,こうほくまち,city,佐賀県,N
C1579,白石町,しろいしちょう,city,佐賀県,N
C1580,太良町,たらちょう,city,佐賀県,N
C1581,島原市,しまばらし,city,長崎県,N
C1582,諫早市,いさはやし,city,長崎県,R
C1583,大村市,おおむらし,city,長崎県,R
C1584,平戸市,ひらどし,city,長崎県,R
C1585,松浦市,まつうらし,city,長崎県,N
C1586,壱岐市,いきし,city,長崎県,R
C1587,西海市,さいかいし,city,長崎県,N
C1588,南島原市,みなみしまばらし,city,長崎県,N
C1589,長与町,ながよちょう,city,長崎県,N
C1590,時津町,とぎつちょう,city,長崎県,N
C1591,東彼杵町,ひがしそのぎちょう,city,長崎県,N
C1592,川棚町,かわたなちょう,city,長崎県,N
C1593,波佐見町,はさみちょう,city,長崎県,N
C1594,小値賀町,おぢかちょう,city,長崎県,N
C1595,佐々町,さざちょう,city,長崎県,N
C1596,新上五島町,しんかみごとうちょう,city,長崎県,N
C1597,八代市,やつしろし,city,熊本県,N
C1598,荒尾市,あらおし,city,熊本県,N
C1599,水俣市,みなまたし,city,熊本県,N
C1600,玉名市,たまなし,city,熊本県,N
C1601,菊池市,きくちし,city,熊本県,N
C1602,宇土市,うとし,city,熊本県,N
C1603,上天草市,かみあまくさし,city,熊本県,N
C1604,宇城市,うきし,city,熊本県,N
C1605,合志市,こうしし,city,熊本県,N
C1606,美里町,みさとまち,city,熊本県,N
C1607,玉東町,ぎょくとうまち,city,熊本県,N
C1608,南関町,なんかんまち,city,熊本県,N
C1609,長洲町,ながすまち,city,熊本県,N
C1610,和水町,なごみまち,city,熊本県,N
C1611,大津町,おおづまち,city,熊本県,N
C1612,菊陽町,きくようまち,city,熊本県,R
C1613,南小国町,みなみおぐにまち,city,熊本県,N
C1614,小国町,おぐにまち,city,熊本県,N
C1615,産山村,うぶやまむら,city,熊本県,N
C1616,高森町,たかもりまち,city,熊本県,N
C1617,西原村,にしはらむら,city,熊本県,N
C1618,南阿蘇村,みなみあそむら,city,熊本県,N
C1619,御船町,みふねまち,city,熊本県,N
C1620,嘉島町,かしままち,city,熊本県,N
C1621,益城町,ましきまち,city,熊本県,N
C1622,甲佐町,こうさまち,city,熊本県,N
C1623,山都町,やまとちょう,city,熊本県,N
C1624,氷川町,ひかわちょう,city,熊本県,N
C1625,芦北町,あしきたまち,city,熊本県,N
C1626,津奈木町,つなぎまち,city,熊本県,N
C1627,錦町,にしきまち,city,熊本県,N
C1628,多良木町,たらぎまち,city,熊本県,N
C1629,湯前町,ゆのまえまち,city,熊本県,N
C1630,水上村,みずかみむら,city,熊本県,N
C1631,相良村,さがらむら,city,熊本県,N
C1632,五木村,いつきむら,city,熊本県,N
C1633,山江村,やまえむら,city,熊本県,N
C1634,球磨村,くまむら,city,熊本県,N
C1635,あさぎり町,あさぎりちょう,city,熊本県,N
C1636,苓北町,れいほくまち,city,熊本県,N
C1637,佐伯市,さいきし,city,大分県,N
C1638,臼杵市,うすきし,city,大分県,N
C1639,津久見市,つくみし,city,大分県,N
C1640,竹田市,たけたし,city,大分県,N
C1641,豊後高田市,ぶんごたかだし,city,大分県,N
C1642,杵築市,きつきし,city,大分県,N
C1643,宇佐市,うさし,city,大分県,R
C1644,豊後大野市,ぶんごおおのし,city,大分県,N
C1645,国東市,くにさきし,city,大分県,N
C1646,姫島村,ひめしまむら,city,大分県,R
C1647,日出町,ひじまち,city,大分県,N
C1648,九重町,ここのえまち,city,大分県,N
C1649,玖珠町,くすまち,city,大分県,N
C1650,延岡市,のべおかし,city,宮崎県,R
C1651,小林市,こばやしし,city,宮崎県,N
C1652,日向市,ひゅうがし,city,宮崎県,N
C1653,串間市,くしまし,city,宮崎県,N
C1654,西都市,さいとし,city,宮崎県,N
C1655,三股町,みまたちょう,city,宮崎県,N
C1656,高原町,たかはるちょう,city,宮崎県,N
C1657,国富町,くにとみちょう,city,宮崎県,N
C1658,綾町,あやちょう,city,宮崎県,N
